Types d'aliments,aliment,link,Quantité,Eau,Protéines,Alcool,Glucides,Lipides,Vitamine A(rétinol),Bêta-carotène(provitamine A),Vitamine D(cholécalciférol),Vitamine E(tocophérol),Vitamine K1,Vitamine K2,Vitamine C,Vitamine B1(thiamine),Vitamine B2(riboflavine),Vitamine B3(niacine),Vitamine B5(acide panthonéique),Vitamine B6,Vitamine B9(acide folique),Vitamine B12(cobolamine),Calcium,Cuivre
fruits,Nectarine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/nectarine-917804,100000000.0,87600000.0,1160000.0,,8900000.0,310000.0,,150000000.0,,770.0,2200000.0,,5400.0,34.0,27.0,1130.0,190.0,25.0,5000000.0,,3380.0,78.0
fruits,Nectarine blanche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/nectarine-blanche-917802,100000000.0,86500000.0,810000.0,,11400000.0,500000.0,,5000000.0,,1040.0,800000.0,,3010.0,15.0,20.0,100.0,220.0,10.0,11900000.0,,5000.0,70.0
fruits,Nectarine jaune,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/nectarine-jaune-917803,100000000.0,86600000.0,690000.0,,11300000.0,500000.0,,144000000.0,,80.0,800000.0,,3380.0,15.0,10.0,560.0,220.0,10.0,8400000.0,,4800.0,60.0
fruits,Orange,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/orange-917805,100000000.0,87300000.0,750000.0,,8029999.999999999,500000.0,,5000000.0,,190.0,800000.0,,47500.0,45.0,10.0,370.0,160.0,10.0,25900000.0,,66000.0,40.0
fruits,Pamplemousse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pamplemousse-917815,100000000.0,89300000.0,500000.0,,8020000.0,500000.0,,539000000.0,,80.0,800000.0,,42400.0,43.0,10.0,100.0,190.0,360.0,52900000.0,,14000.0,20.0
fruits,Pamplemousse chinois,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pamplemousse-chinois-917806,100000000.0,89100000.0,760000.0,,8620000.0,40000.0,,,,,,,61000.0,34.0,27.0,220.0,,36.0,,,4000.0,48.0
fruits,Papaye,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/papaye-917807,100000000.0,88800000.0,750000.0,,8530000.0,300000.0,,351000000.0,,80.0,800000.0,,65300.0,17.0,17.0,290.0,180.0,20.0,55300000.0,,22000.0,10.0
fruits,Pastèque,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pasteque-917808,100000000.0,91000000.0,690000.0,,8330000.0,500000.0,,1220000000.0,,80.0,800000.0,,4260.0,15.0,10.0,300.0,200.0,64.0,36900000.0,,6000.0,30.0
fruits,Pêche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/peche-917812,100000000.0,88600000.0,1080000.0,,9000000.0,330000.0,,162000000.0,,1270.0,2600000.0,,6600.0,22.0,46.0,700.0,160.0,28.0,4099999.9999999995,,7320.0,75.0
fruits,Pêche au sirop,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/peche-au-sirop-917809,100000000.0,83900000.0,500000.0,,13800000.0,500000.0,,254000000.0,,,800000.0,,2780.0,10.0,10.0,370.0,71.0,10.0,8400000.0,,10000.0,50.0
fruits,Pêche blanche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/peche-blanche-917810,100000000.0,87600000.0,630000.0,,9630000.0,500000.0,,5000000.0,,280.0,800000.0,,4090.0,15.0,10.0,100.0,150.0,10.0,10500000.0,,3900.0,60.0
fruits,Pêche jaune,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/peche-jaune-917811,100000000.0,87800000.0,690000.0,,9800000.0,500000.0,,130000000.0,,500.0,800000.0,,3430.0,15.0,10.0,310.0,160.0,15.0,12000000.0,,4200.0,60.0
fruits,Poire,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/poire-917814,100000000.0,83500000.0,490000.0,,10900000.0,270000.0,,14000000.0,,410.0,4400000.0,,4620.0,15.0,21.0,230.0,60.0,22.0,11500000.0,,6460.0,71.0
fruits,Poire au sirop,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/poire-au-sirop-917813,100000000.0,82300000.0,500000.0,,13900000.0,400000.0,,5000000.0,250000.0,310.0,800000.0,,850.0,15.0,10.0,100.0,38.0,11.0,5000000.0,,8800.0,50.0
fruits,Pomme,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-917821,100000000.0,85400000.0,250000.0,,11600000.0,250000.0,,21400000.0,,370.0,2390000.0,,6250.0,16.0,19.0,91.0,79.0,48.0,6000000.0,,5340.0,41.0
fruits,Pomme canada,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-canada-917816,100000000.0,84400000.0,400000.0,,11600000.0,100000.0,,,,270.0,,,4000.0,30.0,20.0,100.0,,60.0,1000000.0,,3590.0,35.0
fruits,Pomme gala,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-gala-917817,100000000.0,85500000.0,500000.0,,11900000.0,500000.0,,11600000.0,,80.0,800000.0,,1330.0,20.0,10.0,100.0,100.0,35.0,6980000.0,,3600.0,30.0
fruits,Pomme golden,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-golden-917818,100000000.0,85100000.0,500000.0,,12800000.0,500000.0,,56000000.0,250000.0,80.0,800000.0,,500.0,15.0,10.0,100.0,96.0,46.0,5000000.0,,4000.0,40.0
fruits,Pomme granny smith,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-granny-smith-917819,100000000.0,85800000.0,500000.0,,10700000.0,500000.0,,11600000.0,,80.0,800000.0,,2310.0,15.0,10.0,100.0,70.0,30.0,5760000.0,,3200.0,40.0
fruits,Pomme pink lady,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pomme-pink-lady-917820,100000000.0,83600000.0,500000.0,,12800000.0,500000.0,,32299999.999999996,,80.0,800000.0,,2130.0,15.0,10.0,100.0,93.0,58.0,5000000.0,,2800.0,30.0
fruits,Prune,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/prune-917823,100000000.0,87000000.0,660000.0,,9920000.0,290000.0,,190000000.0,,330.0,6400000.0,,7250.0,24.0,26.0,410.0,140.0,37.0,4000000.0,,7290.0,60.0
fruits,Prune reine-claude,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/prune-reine-claude-917822,100000000.0,80100000.0,940000.0,,16399999.999999998,500000.0,,430000000.0,,1200.0,800000.0,,4160.0,15.0,10.0,230.0,250.0,49.0,18400000.0,,13000.0,100.0
fruits,Pruneau,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/pruneau-917824,100000000.0,34900000.0,1630000.0,,55400000.0,400000.0,,14900000.0,250000.0,410.0,12800000.0,,500.0,29.0,34.0,430.0,380.0,250.0,5000000.0,,50000.0,230.0
fruits,Raisin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/raisin-917827,100000000.0,80500000.0,720000.0,,15700000.0,160000.0,,39000000.0,,190.0,14600000.0,,3200.0,69.0,70.0,190.0,50.0,86.0,2000000.0,,10000.0,130.0
fruits,Raisin blanc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/raisin-blanc-917825,100000000.0,80900000.0,750000.0,,16600000.000000002,500000.0,,7540000.0,250000.0,310.0,5440000.0,,1070.0,43.0,10.0,100.0,77.0,43.0,16300000.0,,12000.0,190.0
fruits,Raisin noir,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/raisin-noir-917826,100000000.0,84000000.0,630000.0,,15600000.0,400000.0,,24000000.0,,400.0,,,10800.0,45.0,10.0,150.0,75.0,40.0,5000000.0,,8980.0,78.0
fruits,Raisin sec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/raisin-sec-917828,100000000.0,16000000.0,3000000.0,,73200000.0,900000.0,,5000000.0,250000.0,1670.0,12600000.0,,500.0,75.0,10.0,530.0,84.0,61.0,82000000.0,12000.0,54000.0,380.0
fruits,Ramboutan,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/ramboutan-917829,100000000.0,78000000.0,650000.0,,20000000.0,210000.0,,2000000.0,,,,,4900.0,13.0,22.0,1350.0,18.0,20.0,8000000.0,,22000.0,66.0
fruits,Rhubarbe,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/rhubarbe-917830,100000000.0,92000000.0,780000.0,,1470000.0,230000.0,,62500000.0,,310.0,29300000.0,,9700.0,28.0,30.0,250.0,80.0,32.0,7250000.0,,129000.0,39.0
fruits,Salade de fruits,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/salade-de-fruits-917831,100000000.0,78000000.0,500000.0,,11400000.0,150000.0,,35000000.0,,370.0,,,20000.0,43.0,32.0,320.0,150.0,170.0,20200000.0,,14500.0,71.0
fruits,Sureau,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/sureau-917832,100000000.0,79800000.0,640000.0,,11400000.0,500000.0,,,,1000.0,,,32500.0,70.0,60.0,1100.0,140.0,210.0,9000000.0,,42700.0,62.0
fruits,Tamarin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits/tamarin-917833,100000000.0,31400000.0,2650000.0,,57400000.0,600000.0,,18000000.0,,100.0,2800000.0,,3500.0,430.0,150.0,1940.0,140.0,66.0,14000000.0,,74000.0,86.0
fruits-de-mer,Araignée de mer,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/araignee-de-mer-918380,100000000.0,75300000.0,18300000.0,,,3800000.0,21000000.0,,250000.0,6420.0,800000.0,,500.0,15.0,1250.0,1430.0,790.0,120.0,95100000.0,9130000.0,230000.0,910.0
fruits-de-mer,Bigorneau,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/bigorneau-918381,100000000.0,74900000.0,16300000.0,,,3500000.0,21000000.0,,250000.0,2180.0,2590000.0,,500.0,34.0,61.0,1300.0,280.0,14.0,32700000.000000004,60700000.0,200.0,10.0
fruits-de-mer,Bulot,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/bulot-918357,100000000.0,66000000.0,23800000.0,,7610000.0,570000.0,26000000.0,,,130.0,100000.0,,4000.0,28.0,110.0,1080.0,210.0,340.0,6000000.0,9070000.0,57000.0,1030.0
fruits-de-mer,Calamar,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/calamar-918358,100000000.0,80900000.0,14400000.0,,2170000.0,1190000.0,2000000.0,,360000.0,1390.0,,,4700.0,40.0,32.0,1570.0,240.0,96.0,11000000.0,3150000.0,17500.0,150.0
fruits-de-mer,Coquille saint-jacques,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/coquille-saint-jacques-918360,100000000.0,79300000.0,17000000.0,,780000.0,1310000.0,2000000.0,,500000.0,,,,,40.0,140.0,1900.0,400.0,100.0,17000000.0,4990000.0,220000.0,90.0
fruits-de-mer,Crabe,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/crabe-918361,100000000.0,75700000.0,19500000.0,,27000.0,2860000.0,2000000.0,,,2400.0,,,2500.0,97.0,170.0,2400.0,710.0,210.0,25900000.0,9550000.0,84000.0,440.0
fruits-de-mer,Crevette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/crevette-918363,100000000.0,74300000.0,19700000.0,,3210000.0,840000.0,,,200000.0,1700.0,,,,35.0,30.0,3200.0,370.0,150.0,19000000.0,1000000.0,84800.0,720.0
fruits-de-mer,Crevette rose,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/crevette-rose-918362,100000000.0,76300000.0,21900000.0,,,530000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000.0,390.0
fruits-de-mer,Écrevisse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/ecrevisse-918364,100000000.0,82600000.0,14800000.0,,810000.0,640000.0,11000000.0,,250000.0,1500.0,,,1700.0,56.0,56.0,2100.0,570.0,480.0,26000000.0,2200000.0,53500.0,370.0
fruits-de-mer,Escargot,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/escargot-918365,100000000.0,79100000.0,16100000.000000002,,1290000.0,920000.0,30000000.0,,500000.0,5000.0,100000.0,,15000.0,20.0,120.0,1700.0,,28.0,8500000.0,920000.0,90000.0,2800.0
fruits-de-mer,Fruit de mer,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/fruit-de-mer-918382,100000000.0,74000000.0,18900000.0,,3060000.0,1760000.0,35000000.0,250.0,180000.0,1910.0,130000.0,,3280.0,32.0,230.0,1710.0,410.0,120.0,22100000.0,9940000.0,130000.0,640.0
fruits-de-mer,Homard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/homard-918367,100000000.0,77900000.0,17900000.0,,940000.0,1150000.0,11000000.0,,,1190.0,,,2500.0,38.0,38.0,1700.0,1470.0,120.0,12000000.0,3780000.0,68800.0,1300.0
fruits-de-mer,Huître,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/huitre-918370,100000000.0,83300000.0,8640000.0,,3860000.0,1910000.0,14200000.0,,500000.0,1210.0,,,5130.0,37.0,150.0,1950.0,650.0,95.0,12500000.0,28600000.0,92700.0,1290.0
fruits-de-mer,Huître creuse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/huitre-creuse-918368,100000000.0,83300000.0,8640000.0,,3860000.0,1910000.0,14200000.0,,500000.0,1210.0,,,6500.0,37.0,150.0,1950.0,650.0,95.0,6500000.0,28600000.0,81000.0,1450.0
fruits-de-mer,Huître plate,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/huitre-plate-918369,100000000.0,85700000.0,10200000.0,,1160000.0,900000.0,75000000.0,,540000.0,460.0,,,,100.0,200.0,1500.0,,160.0,10000000.0,,186000.0,
fruits-de-mer,Langouste,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/langouste-918371,100000000.0,78600000.0,17700000.0,,1070000.0,1340000.0,15000000.0,,,1470.0,,,2000.0,44.0,97.0,3060.0,350.0,170.0,1000000.0,3500000.0,60600.0,380.0
fruits-de-mer,Langoustine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/langoustine-918372,100000000.0,76500000.0,19100000.0,,1530000.0,790000.0,,,,1500.0,,,3000.0,130.0,10.0,2000.0,1500.0,210.0,17000000.0,900000.0,41500.0,550.0
fruits-de-mer,Moule,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/moule-918373,100000000.0,82700000.0,11200000.0,,2690000.0,1820000.0,60000000.0,,,1600.0,100000.0,,6400.0,110.0,230.0,1600.0,440.0,77.0,39500000.0,12300000.0,51500.0,180.0
fruits-de-mer,Moule de méditerranée,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/moule-de-mediterranee-918374,100000000.0,83700000.0,10700000.0,,2770000.0,1670000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000.0,1100.0
fruits-de-mer,Ormeau,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/ormeau-918375,100000000.0,74600000.0,14400000.0,,8690000.0,830000.0,2000000.0,,,4000.0,,,2000.0,150.0,190.0,1500.0,3000.0,150.0,5000000.0,730000.0,31000.0,200.0
fruits-de-mer,Palourde,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/palourde-918359,100000000.0,81100000.0,11500000.0,,2660000.0,2650000.0,53000000.0,,,680.0,200000.0,,13000.0,48.0,130.0,1080.0,150.0,35.0,10500000.0,11300000.0,46000.0,53.0
fruits-de-mer,Pecten d'amérique,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/pecten-damerique-918376,100000000.0,78700000.0,17300000.0,,1780000.0,540000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000.0,
fruits-de-mer,Pétoncle,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/petoncle-918377,100000000.0,,17500000.0,,3100000.0,700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
fruits-de-mer,Poulpe,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/poulpe-918378,100000000.0,85400000.0,12900000.0,,970000.0,500000.0,20000000.0,,500000.0,1650.0,100000.0,,5000.0,48.0,59.0,3200.0,500.0,360.0,14000000.0,15000000.0,50100.0,610.0
fruits-de-mer,Seiche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-de-mer/seiche-918379,100000000.0,80600000.0,16200000.0,,510000.0,1050000.0,25000000.0,,,2400.0,,,5300.0,57.0,370.0,2100.0,500.0,330.0,14000000.0,2500000.0,37100.0,760.0
fruits-a-coque-et-graines-oleagineuses,Amande,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/amande-917834,100000000.0,4800000.0,18800000.0,,9510000.0,51300000.0,,7330000.0,250000.0,22300.0,800000.0,,500.0,150.0,290.0,1970.0,620.0,70.0,120000000.0,,260000.0,960.0
fruits-a-coque-et-graines-oleagineuses,Beurre de cacahuète,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/beurre-de-cacahuete-917835,100000000.0,1230000.0,22200000.0,,16100000.000000002,52500000.0,,,,6900.0,300000.0,,,160.0,150.0,14100.0,1090.0,470.0,70000000.0,,43000.0,560.0
fruits-a-coque-et-graines-oleagineuses,Cacahuète,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/cacahuete-917836,100000000.0,2200000.0,22800000.0,,14800000.0,49100000.0,,5000000.0,,2460.0,800000.0,,500.0,430.0,24.0,10600.0,1760.0,400.0,89300000.0,,57000.0,460.0
fruits-a-coque-et-graines-oleagineuses,Châtaigne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/chataigne-917837,100000000.0,51000000.0,1810000.0,,36500000.0,2230000.0,,,,500.0,,,41600.0,220.0,100.0,1470.0,480.0,350.0,60000000.0,,27000.0,330.0
fruits-a-coque-et-graines-oleagineuses,Crème de marrons,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/creme-de-marrons-917839,100000000.0,33299999.999999996,1280000.0,,55000000.0,670000.0,,,,,,,10300.0,,,,,,,,0,0
fruits-a-coque-et-graines-oleagineuses,Farine de châtaigne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/farine-de-chataigne-917841,100000000.0,5520000.0,5690000.0,,70400000.0,3430000.0,,,,,,,16000.0,,,2100.0,1530.0,580.0,215000000.0,,61600.0,500.0
fruits-a-coque-et-graines-oleagineuses,Graine de chia,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-chia-917838,100000000.0,5800000.0,16500000.0,,7720000.0,30700000.0,,,,500.0,,,1600.0,620.0,170.0,8830.0,,,49000000.0,,631000.0,920.0
fruits-a-coque-et-graines-oleagineuses,Graine de cucurbitacées,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-cucurbitacees-917840,100000000.0,5230000.0,30200000.0,,4710000.0,49100000.0,,9000000.0,,2180.0,7300000.0,,1900.0,270.0,150.0,4990.0,750.0,140.0,58000000.0,,46000.0,1340.0
fruits-a-coque-et-graines-oleagineuses,Graine de lin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-lin-917842,100000000.0,5930000.0,20200000.0,,6600000.0,36600000.0,,,,310.0,4300000.0,,600.0,1220.0,200.0,3080.0,990.0,630.0,93700000.0,,228000.0,1220.0
fruits-a-coque-et-graines-oleagineuses,Graine de luzerne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-luzerne-917843,100000000.0,7400000.0,29700000.0,,39300000.0,12600000.0,,,,,,,26000.0,1080.0,580.0,1800.0,,,,,136000.0,
fruits-a-coque-et-graines-oleagineuses,Graine de sésame,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-sesame-917855,100000000.0,3480000.0,17600000.0,,9850000.0,49700000.0,,5000000.0,,250.0,,,,790.0,250.0,4520.0,50.0,790.0,97000000.0,,962000.0,1580.0
fruits-a-coque-et-graines-oleagineuses,Graine de soja,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-soja-917856,100000000.0,7770000.0,34500000.0,,20800000.0,19200000.0,,13000000.0,,850.0,47000000.0,,6000.0,870.0,870.0,1620.0,1360.0,400.0,328000000.0,,220000.0,880.0
fruits-a-coque-et-graines-oleagineuses,Graine de tournesol,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/graine-de-tournesol-917858,100000000.0,3380000.0,21300000.0,,10100000.0,55500000.0,,30000000.0,,42300.0,,,1400.0,1980.0,160.0,4800.0,830.0,1240.0,254000000.0,,86500.0,1500.0
fruits-a-coque-et-graines-oleagineuses,Noisette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noisette-917844,100000000.0,7300000.0,14400000.0,,7160000.0,56900000.0,,15900000.0,250000.0,16300.0,800000.0,,500.0,350.0,88.0,710.0,1640.0,210.0,65200000.0,,120000.0,1700.0
fruits-a-coque-et-graines-oleagineuses,Noix,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-917851,100000000.0,41900000.0,11000000.0,,9940000.0,31800000.0,,52000000.0,250000.0,1600.0,2040000.0,,500.0,210.0,120.0,380.0,1060.0,160.0,108000000.0,,94000.0,930.0
fruits-a-coque-et-graines-oleagineuses,Noix de cajou,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-de-cajou-917845,100000000.0,1700000.0,17400000.0,,21300000.0,48100000.0,,7910000.0,250000.0,1330.0,34700000.0,,500.0,400.0,31.0,1030.0,830.0,110.0,30200000.0,,39000.0,2200.0
fruits-a-coque-et-graines-oleagineuses,Noix de coco,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-de-coco-917846,100000000.0,47000000.0,3330000.0,,6220000.0,33500000.0,,,,240.0,200000.0,,3300.0,66.0,20.0,540.0,300.0,54.0,26000000.0,,14000.0,440.0
fruits-a-coque-et-graines-oleagineuses,Noix de coco sèche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-de-coco-seche-917847,100000000.0,2650000.0,6620000.0,,8550000.0,66300000.0,,,,440.0,300000.0,,1500.0,48.0,70.0,600.0,500.0,170.0,16500000.0,,18400.0,670.0
fruits-a-coque-et-graines-oleagineuses,Noix de macadamia,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-de-macadamia-917848,100000000.0,1360000.0,7910000.0,,5220000.0,75800000.0,,,,540.0,,,1200.0,1200.0,160.0,2470.0,760.0,280.0,11000000.0,,85000.0,760.0
fruits-a-coque-et-graines-oleagineuses,Noix de pécan,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-de-pecan-917849,100000000.0,2570000.0,9570000.0,,5430000.0,72600000.0,,29000000.0,,1400.0,3500000.0,,970.0,590.0,120.0,1170.0,820.0,200.0,19800000.0,,69800.0,1200.0
fruits-a-coque-et-graines-oleagineuses,Noix du brésil,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/noix-du-bresil-917850,100000000.0,3010000.0,14800000.0,,6170000.0,66099999.99999999,,,,5330.0,,,700.0,870.0,35.0,250.0,210.0,100.0,13000000.0,,150000.0,1750.0
fruits-a-coque-et-graines-oleagineuses,Pâte d'amande,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/pate-damande-917852,100000000.0,6600000.0,5800000.0,,70300000.0,13500000.0,,5000000.0,250000.0,5520.0,800000.0,,500.0,29.0,20.0,340.0,150.0,19.0,13500000.0,,91000.0,270.0
fruits-a-coque-et-graines-oleagineuses,Pignon de pin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/pignon-de-pain-917853,100000000.0,2450000.0,13700000.0,,6310000.0,65000000.0,,17000000.0,,8470.0,53900000.0,,500.0,570.0,110.0,3290.0,260.0,140.0,80200000.0,,6200.0,1200.0
fruits-a-coque-et-graines-oleagineuses,Pistache,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/pistache-917854,100000000.0,2430000.0,18400000.0,,18600000.0,47400000.0,,156000000.0,,2420.0,13200000.0,,3330.0,780.0,200.0,1370.0,510.0,1300.0,50800000.0,,108000.0,1300.0
fruits-a-coque-et-graines-oleagineuses,Purée de sésame,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/fruits-a-coque-et-graines-oleagineuses/puree-de-sesame-917857,100000000.0,3030000.0,17700000.0,,13800000.0,53400000.0,,40000000.0,,250.0,,,4200.0,1410.0,300.0,5550.0,690.0,150.0,98000000.0,,284000.0,1610.0
legumes,Artichaut,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/artichaut-917859,100000000.0,84900000.0,3200000.0,,4920000.0,180000.0,,8000000.0,,270.0,14800000.0,,11700.0,81.0,63.0,1050.0,320.0,110.0,68000000.0,,52000.0,230.0
legumes,Asperge,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/asperge-917860,100000000.0,93300000.0,2040000.0,,2400000.0,210000.0,,449000000.0,,720.0,40300000.0,,8800.0,130.0,120.0,990.0,170.0,76.0,101000000.0,,22000.0,120.0
legumes,Aubergine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/aubergine-917861,100000000.0,92900000.0,1120000.0,,2390000.0,140000.0,,14000000.0,,170.0,3500000.0,,2100.0,45.0,34.0,720.0,250.0,82.0,24500000.0,,8700.0,81.0
legumes,Avocat,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/avocat-917862,100000000.0,70300000.0,1560000.0,,830000.0,20600000.0,,5000000.0,,2230.0,14500000.0,,500.0,52.0,37.0,1560.0,1070.0,170.0,70400000.0,,9400.0,180.0
legumes,Bambou,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/bambou-917863,100000000.0,89800000.0,2520000.0,,5080000.0,200000.0,,12000000.0,,1000.0,,,7500.0,95.0,95.0,550.0,160.0,240.0,7000000.0,,15500.0,190.0
legumes,Banane plantain,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/legumes/banane-plantain-917864,100000000.0,65300000.0,1280000.0,,29600000.0,390000.0,,457000000.0,,140.0,700000.0,,18400.0,52.0,54.0,690.0,260.0,300.0,22000000.0,,3000.0,81.0
