Types d'aliments,aliment,link,Quantité,Eau,Protéines,Alcool,Glucides,Lipides,Vitamine A(rétinol),Bêta-carotène(provitamine A),Vitamine D(cholécalciférol),Vitamine E(tocophérol),Vitamine K1,Vitamine K2,Vitamine C,Vitamine B1(thiamine),Vitamine B2(riboflavine),Vitamine B3(niacine),Vitamine B5(acide panthonéique),Vitamine B6,Vitamine B9(acide folique),Vitamine B12(cobolamine),Calcium,Cuivre
charcuteries,Jambon blanc fumé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-fume-918295,100000000.0,73200000.0,20000000.0,,790000.0,5800000.0,,,630000.0,100.0,,,,650.0,170.0,6950.0,420.0,460.0,17400000.0,280000.0,4300.0,77.0
charcuteries,Jambon blanc supérieur,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-superieur-918296,100000000.0,73300000.0,20800000.0,,810000.0,4280000.0,,,500000.0,250.0,,,18100.0,540.0,200.0,5730.0,400.0,300.0,16000000.0,310000.0,20000.0,200.0
charcuteries,"Jambon blanc supérieur, à teneur réduite en sel",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-superieur-a-teneur-reduite-en-sel-918297,100000000.0,,20800000.0,,740000.0,3830000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,"Jambon blanc supérieur, avec couenne",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-superieur-avec-couenne-918298,100000000.0,72200000.0,20200000.0,,910000.0,5820000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,"Jambon blanc supérieur, découenné",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-superieur-decouenne-918299,100000000.0,73000000.0,20500000.0,,770000.0,3520000.0,,,,50.0,,,,520.0,250.0,2600.0,,220.0,,,14000.0,
charcuteries,"Jambon blanc supérieur, découenné dégraissé",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-superieur-decouenne-degraisse-918300,100000000.0,72800000.0,20300000.0,,1030000.0,3660000.0,,,700000.0,170.0,,,,640.0,270.0,5600.0,700.0,300.0,2700000.0,320000.0,20000.0,200.0
charcuteries,"Jambon blanc, avec couenne",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-avec-couenne-918292,100000000.0,71500000.0,19400000.0,,550000.0,6300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,"Jambon blanc, découenné dégraissé",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-decouenne-degraisse-918293,100000000.0,72100000.0,19600000.0,,1610000.0,3240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,
charcuteries,Jambon cru,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-cru-918289,100000000.0,50100000.0,25900000.0,,760000.0,13200000.0,,,600000.0,210.0,,,13000.0,890.0,210.0,8100.0,,560.0,1240000.0,330000.0,10400.0,79.0
charcuteries,Jambon cru fumé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-cru-fume-918290,100000000.0,55800000.0,24200000.0,,980000.0,16100000.000000002,,,500000.0,30.0,,,,410.0,190.0,3400.0,600.0,400.0,1500000.0,1000000.0,5160.0,100.0
charcuteries,Jambon de bayonne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-de-bayonne-918301,100000000.0,48600000.0,28000000.0,,630000.0,12600000.0,,,,,,,13000.0,,,,,,,,,
charcuteries,Jambon de dinde,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-de-dinde-918302,100000000.0,74000000.0,20900000.0,,1290000.0,1670000.0,21000000.0,,500000.0,110.0,800000.0,,26300.0,58.0,65.0,8860.0,610.0,350.0,17300000.0,600000.0,7100.0,40.0
charcuteries,Jambon de paris,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-de-paris-918294,100000000.0,,20000000.0,,1080000.0,3420000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Jambon de parme,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-de-parme-918305,100000000.0,52200000.0,27200000.0,,300000.0,15400000.0,,,,,,,13000.0,,,,,,,,16000.0,
charcuteries,Jambon de poulet,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-de-poulet-918303,100000000.0,74300000.0,20700000.0,,1390000.0,1790000.0,21000000.0,,500000.0,510.0,800000.0,,17900.0,86.0,80.0,9620.0,1160.0,300.0,5640000.0,290000.0,6300.0,40.0
charcuteries,Jambon sec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-sec-918304,100000000.0,53200000.0,28700000.0,,480000.0,12600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,"Jambon sec, découenné dégraissé",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-sec-decouenne-degraisse-918307,100000000.0,56200000.0,26300000.0,,300000.0,9500000.0,,,,,,,,1200.0,300.0,8700.0,,600.0,,500000.0,,
charcuteries,Jambon serrano,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-serrano-918306,100000000.0,54100000.0,30400000.0,,760000.0,12300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Jambonneau cuit,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambonneau-cuit-918308,100000000.0,65500000.0,23200000.0,,400000.0,7520000.0,,,,,,,,400.0,1810.0,4200.0,,290.0,,320000.0,,
charcuteries,Lardon fumé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/lardon-fume-918309,100000000.0,55700000.0,16700000.0,,960000.0,22600000.0,2000000.0,,480000.0,190.0,,,900.0,380.0,110.0,4900.0,440.0,250.0,21100000.0,420000.0,18200.0,100.0
charcuteries,Lardon nature,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/lardon-nature-918310,100000000.0,56900000.0,16600000.000000002,,1010000.0,22100000.0,,,750000.0,300.0,,,800.0,420.0,160.0,4870.0,400.0,210.0,2000000.0,380000.0,20000.0,350.0
charcuteries,Magret de canard fumé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/magret-de-canard-fume-918271,100000000.0,,21900000.0,,550000.0,30500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Merguez,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/merguez-918311,100000000.0,56200000.0,13500000.0,,2500000.0,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22100.0,83.0
charcuteries,Mortadelle,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/mortadelle-918312,100000000.0,55100000.0,15000000.0,,1400000.0,26700000.0,7000000.0,,780000.0,500.0,,,,330.0,160.0,4090.0,520.0,250.0,31500000.0,680000.0,36500.0,100.0
charcuteries,Mousse de canard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/mousse-de-canard-918313,100000000.0,44400000.0,10100000.0,,7070000.0,36100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Mousse de foie de porc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/mousse-de-foie-de-porc-918314,100000000.0,56500000.0,12000000.0,,3390000.0,24900000.0,2750000000.0,,260000.0,410.0,,,,110.0,,5110.0,,160.0,9840000.0,3110000.0,18500.0,420.0
charcuteries,Museau de boeuf,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/museau-de-boeuf-918315,100000000.0,66099999.99999999,26200000.0,,,5170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charcuteries,Pancetta,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pancetta-918316,100000000.0,43900000.0,20200000.0,,750000.0,28800000.0,21000000.0,,660000.0,940.0,800000.0,,14300.0,510.0,120.0,4540.0,840.0,270.0,18300000.0,930000.0,6200.0,60.0
charcuteries,Pâté,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-918317,100000000.0,51200000.0,13600000.0,,4610000.0,27900000.0,,,170000.0,580.0,,,9080.0,150.0,810.0,6070.0,,190.0,93800000.0,5110000.0,14000.0,680.0
charcuteries,Pâté au jambon,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-au-jambon-918318,100000000.0,56600000.0,15200000.0,,,28600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000.0,
charcuteries,Pâté au poivre vert,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-au-poivre-vert-918319,100000000.0,48100000.0,10100000.0,,1450000.0,34600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charcuteries,Pâté breton,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-breton-918320,100000000.0,50000000.0,11000000.0,,2880000.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Pâté de foie d'oie,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-de-foie-doie-918321,100000000.0,37000000.0,11400000.0,,4670000.0,43800000.0,1000000000.0,,,,,,2000.0,88.0,300.0,2510.0,1200.0,60.0,60000000.0,9400000.0,70000.0,400.0
charcuteries,Pâté de foie de porc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-de-foie-de-porc-918322,100000000.0,50700000.0,10800000.0,,2910000.0,33299999.999999996,8800000000.0,,,1070.0,,,21300.0,200.0,1110.0,5600.0,1670.0,200.0,252000000.0,9900000.0,11000.0,490.0
charcuteries,Pâté de foie de volaille,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-de-foie-de-volaille-918323,100000000.0,59800000.0,13800000.0,,1960000.0,22900000.0,217000000.0,,,980.0,,,10000.0,52.0,1400.0,7520.0,2620.0,260.0,321000000.0,8070000.0,10000.0,180.0
charcuteries,Pâté de gibier,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-de-gibier-918324,100000000.0,,15000000.0,,4000000.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Pâté de lapin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-de-lapin-918325,100000000.0,61500000.0,16300000.0,,270.0,20200000.0,4000000000.0,,470000.0,400.0,,,740.0,230.0,140.0,5030.0,,270.0,,1000000.0,12500.0,
charcuteries,Pâté en croûte,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-en-croute-918326,100000000.0,45400000.0,11000000.0,,22900000.0,17100000.0,267000000.0,,500000.0,410.0,,,4500.0,170.0,260.0,2700.0,410.0,91.0,30000000.0,720000.0,19700.0,100.0
charcuteries,Pâté ou terrine aux champignons,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-ou-terrine-aux-champignons-918327,100000000.0,50800000.0,12600000.0,,5930000.0,28100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Pâté ou terrine de campagne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pate-ou-terrine-de-campagne-918328,100000000.0,52200000.0,15500000.0,,1500000.0,28200000.0,,,200000.0,380.0,,,5900.0,140.0,800.0,6800.0,,190.0,24000000.0,3940000.0,12300.0,920.0
charcuteries,Pied de porc demi-sel,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/pied-de-porc-demi-sel-918329,100000000.0,75000000.0,11600000.0,,10000.0,10000000.0,11000000.0,,400000.0,210.0,,,,6.0,15.0,220.0,260.0,7.0,1000000.0,210000.0,32000.0,37.0
charcuteries,Poitrine de porc demi-sel,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/poitrine-de-porc-demi-sel-918330,100000000.0,56500000.0,16800000.0,,750000.0,22000000.0,,,,340.0,,,,850.0,240.0,10200.0,,300.0,2190000.0,830000.0,8400.0,50.0
charcuteries,Poitrine de porc fumée,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/poitrine-de-porc-fumee-918331,100000000.0,53900000.0,15600000.0,,790000.0,26100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Rillettes d'oie,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/rillettes-doie-918332,100000000.0,48900000.0,14900000.0,,990000.0,33400000.0,37000000.0,,2530000.0,80.0,800000.0,,19300.0,25.0,58.0,2970.0,400.0,82.0,11600000.0,990000.0,10000.0,110.0
charcuteries,Rillettes de canard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/rillettes-de-canard-918333,100000000.0,47300000.0,15300000.0,,1030000.0,34600000.0,27500000.0,,250000.0,600.0,85400000.0,,106000.0,15.0,69.0,3050.0,690.0,86.0,15000000.0,1760000.0,140000.0,100.0
charcuteries,Rillettes de poulet,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/rillettes-de-poulet-918334,100000000.0,52200000.0,16399999.999999998,,490000.0,30300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Rillettes traditionnelles de porc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/rillettes-traditionnelles-de-porc-918335,100000000.0,46300000.0,14300000.0,,200000.0,36900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Rosette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/rosette-918336,100000000.0,34900000.0,24200000.0,,1790000.0,30700000.0,2000000.0,,1110000.0,350.0,,,2300.0,680.0,220.0,6870.0,1210.0,480.0,25300000.0,820000.0,44000.0,300.0
charcuteries,Salami,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/salami-918337,100000000.0,33200000.000000004,17700000.0,,1050000.0,41800000.0,21000000.0,,680000.0,1260.0,800000.0,9000000.0,3610.0,300.0,170.0,3520.0,1020.0,240.0,8540000.0,1580000.0,7200.0,70.0
charcuteries,Saucisse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-918338,100000000.0,55800000.0,17300000.0,,880000.0,23000000.0,15300000.0,144000000.0,310000.0,600.0,,,5300.0,310.0,170.0,4059.9999999999995,520.0,180.0,6180000.0,700000.0,20800.0,66.0
charcuteries,Saucisse alsacienne fumée,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-alsacienne-fumee-918339,100000000.0,49500000.0,19000000.0,,,24900000.0,6000000.0,,500000.0,640.0,,,16800.0,370.0,150.0,5350.0,540.0,250.0,16000000.0,950000.0,18300.0,100.0
charcuteries,Saucisse cocktail,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-cocktail-918340,100000000.0,59500000.0,12700000.0,,1460000.0,25900000.0,3500000.0,,500000.0,100.0,,,8800.0,200.0,140.0,2430.0,300.0,130.0,24200000.0,800000.0,31600.0,100.0
charcuteries,Saucisse de francfort,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-francfort-918341,100000000.0,56700000.0,13700000.0,,1240000.0,23400000.0,,,260000.0,100.0,,,,290.0,200.0,2470.0,,110.0,1600000.0,420000.0,16500.0,180.0
charcuteries,Saucisse de montbéliard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-montbeliard-918342,100000000.0,50500000.0,17300000.0,,1000000.0,27300000.0,6500000.0,,500000.0,340.0,,,500.0,530.0,180.0,5280.0,740.0,340.0,28500000.0,630000.0,29900.0,100.0
charcuteries,Saucisse de morteau,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-morteau-918343,100000000.0,43700000.0,16000000.0,,1000000.0,36600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Saucisse de strasbourg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-strasbourg-918344,100000000.0,57900000.0,12400000.0,,1390000.0,25900000.0,,,260000.0,380.0,,,9400.0,290.0,200.0,2470.0,,110.0,1600000.0,420000.0,23700.0,65.0
charcuteries,Saucisse de toulouse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-toulouse-918345,100000000.0,56200000.0,13200000.0,,1000000.0,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28900.0,69.0
charcuteries,Saucisse de volaille,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-de-volaille-918346,100000000.0,59800000.0,16800000.0,,1190000.0,17700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.0,
charcuteries,Saucisse fumée,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-fumee-918347,100000000.0,49500000.0,16800000.0,,,30700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Saucisse sèche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisse-seche-918348,100000000.0,26200000.0,27300000.0,,1700000.0,37100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Saucisson à l'ail,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisson-a-lail-918350,100000000.0,57200000.0,15000000.0,,1630000.0,23600000.0,,,,,,,5000.0,160.0,220.0,2600.0,,,,,9000.0,
charcuteries,Saucisson brioché,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisson-brioche-918351,100000000.0,42400000.0,14700000.0,,22600000.0,17400000.0,49700000.0,,500000.0,760.0,800000.0,,,300.0,140.0,2660.0,1020.0,180.0,12000000.0,540000.0,19000.0,90.0
charcuteries,Saucisson de paris,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisson-de-paris-918352,100000000.0,50600000.0,12500000.0,,600000.0,32700000.000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Saucisson sec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/saucisson-sec-918353,100000000.0,30000000.0,24200000.0,,2410000.0,34500000.0,,,500000.0,160.0,,,5000.0,620.0,370.0,8550.0,,430.0,1640000.0,670000.0,14400.0,99.0
charcuteries,Terrine de canard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/terrine-de-canard-918354,100000000.0,50700000.0,13200000.0,,4440000.0,27100000.0,4350000000.0,,750000.0,890.0,1430000.0,,12900.0,170.0,410.0,7970.0,2490.0,140.0,343000000.0,13600000.0,23000.0,620.0
charcuteries,Terrine de lapin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/terrine-de-lapin-918355,100000000.0,53800000.0,16500000.0,,5670000.0,21200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Viande des grisons,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/viande-des-grisons-918356,100000000.0,49500000.0,38900000.0,,1000000.0,5470000.0,3000000.0,,500000.0,10.0,,,500.0,62.0,260.0,11800.0,1330.0,700.0,33900000.0,2390000.0,30800.0,150.0
eaux-et-autres-boissons,Bière,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/eaux-et-autres-boissons/biere-917689,100000000.0,92700000.0,390000.0,3570000.0,2700000.0,,,,,,,,,5.0,28.0,740.0,53.0,50.0,5640000.0,20000.0,6050.0,3.0
eaux-et-autres-boissons,Bière sans alcool,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/eaux-et-autres-boissons/biere-sans-alcool-917690,100000000.0,94000000.0,310000.0,620000.0,4890000.0,50000.0,,,,,,,,2.8,13.0,650.0,47.0,40.0,5000000.0,8900.0,4750.0,3.0
eaux-et-autres-boissons,Boisson à base d'avoine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/eaux-et-autres-boissons/boisson-a-base-davoine-917708,100000000.0,90500000.0,460000.0,,7800000.0,1100000.0,,5000000.0,250000.0,370.0,800000.0,,500.0,29.0,10.0,100.0,79.0,10.0,6390000.0,,1000.0,10.0
eaux-et-autres-boissons,Boisson à l'amande,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/eaux-et-autres-boissons/boisson-a-lamande-917709,100000000.0,94600000.0,1060000.0,,680000.0,3200000.0,,5000000.0,250000.0,960.0,800000.0,,500.0,15.0,16.0,160.0,28.0,10.0,5000000.0,,12000.0,50.0
eaux-et-autres-boissons,Boisson à la noix de coco,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/eaux-et-autres-boissons/boisson-a-la-noix-de-coco-917710,100000000.0,94600000.0,420000.0,,2750000.0,2100000.0,,5000000.0,250000.0,80.0,800000.0,,500.0,15.0,10.0,100.0,7.0,10.0,5000000.0,,2700.0,20.0
